id,title,description,images_url,price,created_at,updated_at
5,In Store,Bag Credit,images/noImage.jpg,0.05,2013-07-11  1:46:00,2013-07-11  1:46:00
100,In Store,Gallon Water Refill,images/noImage.jpg,0.39,2013-07-11  1:46:00,2013-07-11  1:46:00
101,In Store,Test Items 5-3,images/noImage.jpg,6.99,2013-07-11  1:46:00,2013-07-11  1:46:00
105,In Store,Glass Bottles - (Veronica Foods - Bulk Oil/ Vin),images/noImage.jpg,1,2013-07-11  1:46:00,2013-07-11  1:46:00
106,In Store,Glass Bottles - (Veronica Foods - Bulk Oil/ Vin),images/noImage.jpg,1,2013-07-11  1:46:00,2013-07-11  1:46:00
107,In Store,Glass Bottles - (Veronica Foods - Bulk Oil/ Vin),images/noImage.jpg,2,2013-07-11  1:46:00,2013-07-11  1:46:00
108,In Store,Olive Bar,images/noImage.jpg,9.99,2013-07-11  1:46:00,2013-07-11  1:46:00
111,Mothers Day,Breakfast in Bed w/o flowers,images/noImage.jpg,23.99,2013-07-11  1:46:00,2013-07-11  1:46:00
114,Alfalfas,1 Reusable Grocery Bag,images/noImage.jpg,2.99,2013-07-11  1:46:00,2013-07-11  1:46:00
248,Izze Beverage Co,Blackberry Soda Case,images/noImage.jpg,14.99,2013-07-11  1:46:00,2013-07-11  1:46:00
249,Izze Beverage Co,Clementine Soda Case,images/noImage.jpg,14.99,2013-07-11  1:46:00,2013-07-11  1:46:00
250,Izze Beverage Co,Apple Soda Case,images/noImage.jpg,14.99,2013-07-11  1:46:00,2013-07-11  1:46:00
251,Frontier,Comfrey Root -Organic,images/noImage.jpg,18,2013-07-11  1:46:00,2013-07-11  1:46:00
254,Mountain Rose,Eucalyptus Leaf -Organic,images/noImage.jpg,18,2013-07-11  1:46:00,2013-07-11  1:46:00
255,Mountain Rose,Skullcap-Organic,images/noImage.jpg,38.5,2013-07-11  1:46:00,2013-07-11  1:46:00
256,Mountain Rose,Slippery Elm Inner Bark -Organic,images/noImage.jpg,38.5,2013-07-11  1:46:00,2013-07-11  1:46:00
257,Mountain Rose,Echinacea Purpurea Root - Organic,images/noImage.jpg,42.75,2013-07-11  1:46:00,2013-07-11  1:46:00
259,Mountain Rose,Hops Flowers-Organic,images/noImage.jpg,67.5,2013-07-11  1:46:00,2013-07-11  1:46:00
260,Mountain Rose,Ginkgo Leaf-Organic,images/noImage.jpg,22,2013-07-11  1:46:00,2013-07-11  1:46:00
262,Mountain Rose,Marshmallow Root Powder-Organic,images/noImage.jpg,32,2013-07-11  1:46:00,2013-07-11  1:46:00
265,Mountain Rose,Spearmint Leaf-Organic,images/noImage.jpg,23,2013-07-11  1:46:00,2013-07-11  1:46:00
266,Mountain Rose,White Willow Bark  - Organic,images/noImage.jpg,19.75,2013-07-11  1:46:00,2013-07-11  1:46:00
267,Mountain Rose,Hawthorn Leaf & Flower - Organic,images/noImage.jpg,21,2013-07-11  1:46:00,2013-07-11  1:46:00
269,Mountain Rose,Licorice Root-Organic,images/noImage.jpg,19.75,2013-07-11  1:46:00,2013-07-11  1:46:00
270,Mountain Rose,Red Clover Blossoms-Organic,images/noImage.jpg,68.75,2013-07-11  1:46:00,2013-07-11  1:46:00
271,Mountain Rose,Osha Root,images/noImage.jpg,60,2013-07-11  1:46:00,2013-07-11  1:46:00
280,Mountain Rose,Stevia Leaf-Organic,images/noImage.jpg,25,2013-07-11  1:46:00,2013-07-11  1:46:00
288,Mountain Rose,PsylliumHusk-Organic,images/noImage.jpg,16,2013-07-11  1:46:00,2013-07-11  1:46:00
314,Mountain Rose,Echinacea Angustifolia Root-Organic,images/noImage.jpg,54,2013-07-11  1:46:00,2013-07-11  1:46:00
335,Mountain Rose,Chamomile Flowers-Organic,images/noImage.jpg,33.5,2013-07-11  1:46:00,2013-07-11  1:46:00
336,Mountain Rose,Nettle Leaf Organic,images/noImage.jpg,20,2013-07-11  1:46:00,2013-07-11  1:46:00
337,Frontier,Peppermint Leaf Cut & Sifted,images/noImage.jpg,15.84,2013-07-11  1:46:00,2013-07-11  1:46:00
339,Mountain Rose,Raspberry Leaf - Organic,images/noImage.jpg,18.75,2013-07-11  1:46:00,2013-07-11  1:46:00
340,Mountain Rose,Milk Thistle Seed - Organic,images/noImage.jpg,18.75,2013-07-11  1:46:00,2013-07-11  1:46:00
341,Mountain Rose,Burdock Root-Organic,images/noImage.jpg,24,2013-07-11  1:46:00,2013-07-11  1:46:00
342,Mountain Rose,Dandelion Root-Organic,images/noImage.jpg,34.5,2013-07-11  1:46:00,2013-07-11  1:46:00
344,Mountain Rose,Hibiscus Flowers Whole-Organic,images/noImage.jpg,18.25,2013-07-11  1:46:00,2013-07-11  1:46:00
345,Mountain Rose,Rosehips Seedless Cut & Sifted,images/noImage.jpg,19.75,2013-07-11  1:46:00,2013-07-11  1:46:00
346,Mountain Rose,Slippery Elm Inner Bark Powder,images/noImage.jpg,41.5,2013-07-11  1:46:00,2013-07-11  1:46:00
347,Mountain Rose,Lavender Flowers -Organic,images/noImage.jpg,36.5,2013-07-11  1:46:00,2013-07-11  1:46:00
348,Mountain Rose,Oatstraw-Organic,images/noImage.jpg,17.75,2013-07-11  1:46:00,2013-07-11  1:46:00
349,Mountain Rose,Yerba Mate-Organic & Fair Trade,images/noImage.jpg,19,2013-07-11  1:46:00,2013-07-11  1:46:00
350,Mountain Rose,Marshmallow Root -Organic,images/noImage.jpg,30,2013-07-11  1:46:00,2013-07-11  1:46:00
351,Mountain Rose,Valerian Root-Organic,images/noImage.jpg,44.75,2013-07-11  1:46:00,2013-07-11  1:46:00
352,Mountain Rose,Hawthorn Berries-Organic,images/noImage.jpg,16.75,2013-07-11  1:46:00,2013-07-11  1:46:00
353,Mountain Rose,Alfalfa Leaf-Organic,images/noImage.jpg,16,2013-07-11  1:46:00,2013-07-11  1:46:00
354,Mountain Rose,Elder Berries Whole-Organic,images/noImage.jpg,23,2013-07-11  1:46:00,2013-07-11  1:46:00
355,Mountain Rose,Peppermint Leaf-Organic,images/noImage.jpg,21,2013-07-11  1:46:00,2013-07-11  1:46:00
356,Mountain Rose,Calendula Flower Petals - Organic,images/noImage.jpg,44,2013-07-11  1:46:00,2013-07-11  1:46:00
360,Mountain Rose,Holy Basil Rama-Organic,images/noImage.jpg,26,2013-07-11  1:46:00,2013-07-11  1:46:00
361,Mountain Rose,Ashwagandha Root-Organic,images/noImage.jpg,25,2013-07-11  1:46:00,2013-07-11  1:46:00
362,Mountain Rose,Elder Flowers-Organic,images/noImage.jpg,31.25,2013-07-11  1:46:00,2013-07-11  1:46:00
363,Mountain Rose,Oregon Grape Root-Wild Harvested,images/noImage.jpg,21.75,2013-07-11  1:46:00,2013-07-11  1:46:00
364,Mountain Rose,Red Root-Wild Harvested,images/noImage.jpg,16,2013-07-11  1:46:00,2013-07-11  1:46:00
365,Mountain Rose,Schisandra Berry-Organic,images/noImage.jpg,32,2013-07-11  1:46:00,2013-07-11  1:46:00
366,Mountain Rose,Shatavari Root-Organic,images/noImage.jpg,19.75,2013-07-11  1:46:00,2013-07-11  1:46:00
367,Mountain Rose,Uva Ursi-Organic,images/noImage.jpg,26,2013-07-11  1:46:00,2013-07-11  1:46:00
368,Mountain Rose,Yellow Dock Root-Organic,images/noImage.jpg,21.75,2013-07-11  1:46:00,2013-07-11  1:46:00
369,Mountain Rose,Yerba Santa-Wild Harvested,images/noImage.jpg,28.5,2013-07-11  1:46:00,2013-07-11  1:46:00
370,Plum Flower,White Peony Root-Organic,images/noImage.jpg,28,2013-07-11  1:46:00,2013-07-11  1:46:00
371,Mountain Rose,Horsetail-Organic,images/noImage.jpg,17.75,2013-07-11  1:46:00,2013-07-11  1:46:00
372,Mountain Rose,Juniper Berry-Organic,images/noImage.jpg,19,2013-07-11  1:46:00,2013-07-11  1:46:00
373,Mountain Rose,Orange Peel-Organic,images/noImage.jpg,17.75,2013-07-11  1:46:00,2013-07-11  1:46:00
374,Mountain Rose,Dong Quai-Organic,images/noImage.jpg,30,2013-07-11  1:46:00,2013-07-11  1:46:00
375,Mountain Rose,(Fo-Ti) He Shou Wu-Organic,images/noImage.jpg,29,2013-07-11  1:46:00,2013-07-11  1:46:00
376,Mountain Rose,Jasmine Flowers-Organic,images/noImage.jpg,34.5,2013-07-11  1:46:00,2013-07-11  1:46:00
377,Mountain Rose,Mugwort-Organic,images/noImage.jpg,17.75,2013-07-11  1:46:00,2013-07-11  1:46:00
378,Mountain Rose,Linden-Organic,images/noImage.jpg,38.5,2013-07-11  1:46:00,2013-07-11  1:46:00
379,Mountain Rose,Kelp Powder-Organic,images/noImage.jpg,7,2013-07-11  1:46:00,2013-07-11  1:46:00
380,Mountain Rose,Astragalus Root-Organic,images/noImage.jpg,24.5,2013-07-11  1:46:00,2013-07-11  1:46:00
381,Mountain Rose,Eyebright-Organic,images/noImage.jpg,29,2013-07-11  1:46:00,2013-07-11  1:46:00
382,Mountain Rose,Kava Kava Root Powder,images/noImage.jpg,44.75,2013-07-11  1:46:00,2013-07-11  1:46:00
383,Mountain Rose,Lemon Verbena-Organic,images/noImage.jpg,21,2013-07-11  1:46:00,2013-07-11  1:46:00
384,Mountain Rose,Sarsparilla Root Jamaican-Wild Harvested,images/noImage.jpg,33.25,2013-07-11  1:46:00,2013-07-11  1:46:00
385,Mountain Rose,Wood Betony-Organic,images/noImage.jpg,17,2013-07-11  1:46:00,2013-07-11  1:46:00
450,Alba Botanica,Very Emollient Unscented Lotion,images/noImage.jpg,6.69,2013-07-11  1:46:00,2013-07-11  1:46:00
453,In Store,Liquid Hand Soap Lavendar,images/noImage.jpg,6.99,2013-07-11  1:46:00,2013-07-11  1:46:00
454,Dr. Bronners,Dr. Bronners Peppermint,images/noImage.jpg,5.99,2013-07-11  1:46:00,2013-07-11  1:46:00
455,In Store,Aura Cacia Grapeseed Oil,images/noImage.jpg,9.99,2013-07-11  1:46:00,2013-07-11  1:46:00
456,Natures Gate,Unscented Conditioner,images/noImage.jpg,3,2013-07-11  1:46:00,2013-07-11  1:46:00
457,Natures Gate,Unscented Shampoo,images/noImage.jpg,3,2013-07-11  1:46:00,2013-07-11  1:46:00
460,Magazine,Boulder The Poster,images/noImage.jpg,20,2013-07-11  1:46:00,2013-07-11  1:46:00
483,Saint Francis Organics,Bulk-Body Wash Citrus Lime,images/noImage.jpg,12.49,2013-07-11  1:46:00,2013-07-11  1:46:00
501,Alfalfas Housemade,Housemade Banana Crunch Smoothie,images/noImage.jpg,6.89,2013-07-11  1:46:00,2013-07-11  1:46:00
502,Alfalfas Housemade,Banana Crunch Smoothie Add One Extra,images/noImage.jpg,8.29,2013-07-11  1:46:00,2013-07-11  1:46:00
503,Alfalfas Housemade,Frozen Yogurt + Toppings,images/noImage.jpg,7.99,2013-07-11  1:46:00,2013-07-11  1:46:00
516,Alfalfas Housemade,The Bounce Smoothie,images/noImage.jpg,6.89,2013-07-11  1:46:00,2013-07-11  1:46:00
517,Alfalfas Housemade,The Bounce Smoothie Add One Extra,images/noImage.jpg,8.29,2013-07-11  1:46:00,2013-07-11  1:46:00
520,Alfalfas Housemade,The Bounce Smoothie Add Four Extras,images/noImage.jpg,12.79,2013-07-11  1:46:00,2013-07-11  1:46:00
526,Alfalfas Housemade,The Bounce Smoothie Two Wheatgrass,images/noImage.jpg,9.94,2013-07-11  1:46:00,2013-07-11  1:46:00
527,Alfalfas Housemade,The Bounce Smoothie One Extra Two Wheatgrass,images/noImage.jpg,11.44,2013-07-11  1:46:00,2013-07-11  1:46:00
531,Alfalfas Housemade,P.B. Nana Smoothie,images/noImage.jpg,6.89,2013-07-11  1:46:00,2013-07-11  1:46:00
532,Alfalfas Housemade,P.B. Nana Smoothie Add One Extra,images/noImage.jpg,8.29,2013-07-11  1:46:00,2013-07-11  1:46:00
546,Alfalfas Housemade,Captain Acai Smoothie,images/noImage.jpg,6.89,2013-07-11  1:46:00,2013-07-11  1:46:00
561,Alfalfas Housemade,Date Me Smoothie,images/noImage.jpg,6.89,2013-07-11  1:46:00,2013-07-11  1:46:00
562,Alfalfas Housemade,Date Me Smoothie Add One Extra,images/noImage.jpg,8.29,2013-07-11  1:46:00,2013-07-11  1:46:00
576,Alfalfas Housemade,Apple Orange Carrot Grapefruit 8 oz,images/noImage.jpg,4.09,2013-07-11  1:46:00,2013-07-11  1:46:00
579,Alfalfas Housemade,Apple Orange Carrot Grapefruit 8 oz Add Three Extras,images/noImage.jpg,8.49,2013-07-11  1:46:00,2013-07-11  1:46:00
590,Alfalfas Housemade,Apple Orange Carrot Grapefruit 8 oz Four Extras Two Wheatgra,images/noImage.jpg,13.14,2013-07-11  1:46:00,2013-07-11  1:46:00
591,Alfalfas Housemade,Apple Orange Carrot Grapefruit 12 oz,images/noImage.jpg,5.09,2013-07-11  1:46:00,2013-07-11  1:46:00
599,Alfalfas Housemade,Apple Orange Carrot Grapefruit 12 oz Three Extras One Wheatg,images/noImage.jpg,11.64,2013-07-11  1:46:00,2013-07-11  1:46:00
604,Alfalfas Housemade,Apple Orange Carrot Grapefruit 12 oz Three Extras Two Wheatg,images/noImage.jpg,11.64,2013-07-11  1:46:00,2013-07-11  1:46:00
606,Alfalfas Housemade,Royal Red 12 oz,images/noImage.jpg,5.59,2013-07-11  1:46:00,2013-07-11  1:46:00
617,Alfalfas Housemade,Royal Red Raw Juice 12 oz One Extra and Two Wheatgrass,images/noImage.jpg,10.14,2013-07-11  1:46:00,2013-07-11  1:46:00
619,Alfalfas Housemade,Royal Red Raw Juice 12 oz Three Extras and Two Wheatgrass,images/noImage.jpg,13.14,2013-07-11  1:46:00,2013-07-11  1:46:00
621,Alfalfas Housemade,Jump Start 12 oz,images/noImage.jpg,6.99,2013-07-11  1:46:00,2013-07-11  1:46:00
636,Alfalfas Housemade,Dirty Nico 12 oz,images/noImage.jpg,6.99,2013-07-11  1:46:00,2013-07-11  1:46:00
637,Alfalfas Housemade,Dirty Nico Raw Juice 12 oz Add One Extra,images/noImage.jpg,6.99,2013-07-11  1:46:00,2013-07-11  1:46:00
641,Alfalfas Housemade,Dirty Nico Raw Juice One Wheatgrass,images/noImage.jpg,13.14,2013-07-11  1:46:00,2013-07-11  1:46:00
651,Alfalfas Housemade,Sunrise 12 oz,images/noImage.jpg,5.59,2013-07-11  1:46:00,2013-07-11  1:46:00
666,Alfalfas Housemade,Beta Buzz 12 oz,images/noImage.jpg,5.59,2013-07-11  1:46:00,2013-07-11  1:46:00
681,Alfalfas Housemade,Bright Eyes 12 oz,images/noImage.jpg,5.59,2013-07-11  1:46:00,2013-07-11  1:46:00
691,Alfalfas Housemade,Bright Eyes Raw Juice Two Wheatgrass 12 oz,images/noImage.jpg,8.64,2013-07-11  1:46:00,2013-07-11  1:46:00
696,Alfalfas Housemade,Sweet Ginger 12 oz,images/noImage.jpg,5.59,2013-07-11  1:46:00,2013-07-11  1:46:00
698,Alfalfas Housemade,Sweet Ginger Raw Juice 12 oz Add Two Extras,images/noImage.jpg,8.49,2013-07-11  1:46:00,2013-07-11  1:46:00
699,Alfalfas Housemade,Sweet Ginger Raw Juice 12 oz  Add Three Extras,images/noImage.jpg,9.99,2013-07-11  1:46:00,2013-07-11  1:46:00
701,Alfalfas Housemade,Sweet Ginger Raw Juice 12 oz One Wheatgrass,images/noImage.jpg,13.14,2013-07-11  1:46:00,2013-07-11  1:46:00
702,Alfalfas Housemade,Sweet Ginger Raw Juice 12 oz One Extra and One Wheatgrass,images/noImage.jpg,14.64,2013-07-11  1:46:00,2013-07-11  1:46:00
